VSP,Pango_Lineage,Collection_Date,Rationale,Percent_5x_Coverage,Mean_Coverage,GISAID_ID,NCBI_Accession
VSP1791,B.1.526,4/5/2021,surveillance,95.8,45,hCoV-19/USA/VSP1791/2021,MZ512750
VSP1792,B.1.575,4/5/2021,surveillance,96,66,hCoV-19/USA/VSP1792/2021,MZ512751
VSP1793,B.1.1.7,4/5/2021,surveillance,99.5,192,hCoV-19/USA/VSP1793/2021,MZ512752
VSP1794,B.1.429,4/5/2021,surveillance,99.6,236,hCoV-19/USA/VSP1794/2021,MZ512753
VSP1797,B.1.2,4/5/2021,surveillance,99.5,183,hCoV-19/USA/VSP1797/2021,MZ512754
VSP1798,B.1.2,4/5/2021,surveillance,99.6,116,hCoV-19/USA/VSP1798/2021,MZ512755
VSP1799,B.1.243,4/5/2021,surveillance,98.1,258,hCoV-19/USA/VSP1799/2021,MZ512756
VSP1800,B.1.2,4/5/2021,surveillance,96.4,30,hCoV-19/USA/VSP1800/2021,MZ512757
VSP1801,B.1.1.7,4/5/2021,surveillance,99,111,hCoV-19/USA/VSP1801/2021,MZ512758
VSP1802,B.1.2,4/5/2021,surveillance,99.5,57,hCoV-19/USA/VSP1802/2021,MZ512759
VSP1803,B.1.1.519,4/5/2021,surveillance,99.7,165,hCoV-19/USA/VSP1803/2021,MZ512760
VSP1804,B.1.1.7,4/5/2021,surveillance,99.6,208,hCoV-19/USA/VSP1804/2021,MZ512761
VSP1805,B.1.1.7,4/5/2021,surveillance,99.6,228,hCoV-19/USA/VSP1805/2021,MZ512762
VSP1806,B.1.1.7,4/5/2021,surveillance,96.7,46,hCoV-19/USA/VSP1806/2021,MZ512763
VSP1807,B.1.637,4/5/2021,surveillance,96.9,66,hCoV-19/USA/VSP1807/2021,MZ512764
VSP1808,B.1.1.7,4/5/2021,surveillance,96.8,64,hCoV-19/USA/VSP1808/2021,MZ512765
VSP1810,B.1.351,4/5/2021,surveillance,99,227,hCoV-19/USA/VSP1810/2021,MZ512766
VSP1811,B.1.1.7,4/5/2021,surveillance,99.3,216,hCoV-19/USA/VSP1811/2021,MZ512767
VSP1812,B.1.526,4/5/2021,surveillance,98.9,123,hCoV-19/USA/VSP1812/2021,MZ512768
VSP1813,B.1.1.7,4/5/2021,surveillance,96.5,60,hCoV-19/USA/VSP1813/2021,MZ512769
VSP1815,R.1,4/5/2021,surveillance,96,48,hCoV-19/USA/VSP1815/2021,MZ512770
VSP1816,B.1.526,4/5/2021,surveillance,99.2,166,hCoV-19/USA/VSP1816/2021,MZ512771
VSP1818,B.1.526,4/5/2021,surveillance,99.6,252,hCoV-19/USA/VSP1818/2021,MZ512772
VSP1819,B.1.1.7,4/5/2021,surveillance,98.6,153,hCoV-19/USA/VSP1819/2021,MZ512773
VSP1820,B.1.1.7,4/5/2021,surveillance,99.3,202,hCoV-19/USA/VSP1820/2021,MZ512774
VSP1821,B.1.2,4/5/2021,surveillance,99.6,204,hCoV-19/USA/VSP1821/2021,MZ512775
VSP1822,B.1.526,4/5/2021,surveillance,98.6,98,hCoV-19/USA/VSP1822/2021,MZ512776
VSP1823,B.1.2,4/5/2021,surveillance,99.6,214,hCoV-19/USA/VSP1823/2021,MZ512777
VSP1824,B.1.1.7,4/5/2021,surveillance,99.3,149,hCoV-19/USA/VSP1824/2021,MZ512778
VSP1825,B.1.1.7,4/5/2021,surveillance,99.5,144,hCoV-19/USA/VSP1825/2021,MZ512779
VSP1827,B.1.1.7,4/5/2021,surveillance,99.5,211,hCoV-19/USA/VSP1827/2021,MZ512780
VSP1828,B.1.110.3,4/5/2021,surveillance,95.9,51,hCoV-19/USA/VSP1828/2021,MZ512781
VSP1830,B.1.1.7,4/5/2021,surveillance,99.3,162,hCoV-19/USA/VSP1830/2021,MZ512782
VSP1832,B.1.2,4/5/2021,surveillance,99.7,7417,hCoV-19/USA/VSP1832/2021,MZ512783
VSP1833,B.1.311,4/5/2021,surveillance,99.7,10172,hCoV-19/USA/VSP1833/2021,MZ512784
VSP1834,B.1.1.7,4/5/2021,surveillance,99.7,5496,hCoV-19/USA/VSP1834/2021,MZ512785
VSP1835,B.1.526,4/5/2021,surveillance,99.7,6898,hCoV-19/USA/VSP1835/2021,MZ512786
VSP1836,B.1.1.7,4/5/2021,surveillance,99.7,624,hCoV-19/USA/VSP1836/2021,MZ512787
VSP1837,B.1.526,4/5/2021,surveillance,99.7,21704,hCoV-19/USA/VSP1837/2021,MZ512788
VSP1838,P.1,4/5/2021,surveillance,99.7,11479,hCoV-19/USA/VSP1838/2021,MZ512789
VSP1839,B.1.1.7,4/5/2021,surveillance,99.7,450,hCoV-19/USA/VSP1839/2021,MZ512790
VSP1840,B.1.526,4/5/2021,surveillance,99.1,989,hCoV-19/USA/DE-VSP1840/2021,OK245946
VSP1841,B.1.1.7,4/5/2021,surveillance,99.7,2109,hCoV-19/USA/PA-VSP1841/2021,OK245947
VSP1842,B.1.637,4/5/2021,surveillance,99.6,1507,hCoV-19/USA/NJ-VSP1842/2021,OK245948
VSP1843,B.1.526,4/5/2021,surveillance,99.7,2045,hCoV-19/USA/PA-VSP1843/2021,OK245949
VSP1844,B.1.351,4/5/2021,surveillance,98.6,1206,hCoV-19/USA/PA-VSP1844/2021,OK245950
VSP1845,B.1.1.7,4/5/2021,surveillance,99.7,3077,hCoV-19/USA/PA-VSP1845/2021,OK245951
VSP1846,B.1.1.7,4/5/2021,surveillance,99.7,1321,hCoV-19/USA/PA-VSP1846/2021,OK245952
VSP1847,B.1.1.7,4/5/2021,surveillance,99.7,2081,hCoV-19/USA/PA-VSP1847/2021,OK245953
VSP1848,B.1.1.7,4/5/2021,surveillance,99.7,4055,hCoV-19/USA/PA-VSP1848/2021,OK245954
VSP1849,B.1.1.7,4/5/2021,surveillance,99.7,2201,hCoV-19/USA/PA-VSP1849/2021,OK245955
VSP1850,B.1.1.7,4/5/2021,surveillance,99.7,1987,hCoV-19/USA/PA-VSP1850/2021,OK245956
VSP1851,B.1.1.7,4/5/2021,surveillance,99.1,524,hCoV-19/USA/PA-VSP1851/2021,OK245957
VSP1852,B.1.1.7,4/5/2021,surveillance,99.7,1360,hCoV-19/USA/PA-VSP1852/2021,OK245958
VSP1853,B.1.526,4/5/2021,surveillance,99.5,1753,hCoV-19/USA/PA-VSP1853/2021,OK245959
VSP1854,B.1.1.7,4/5/2021,surveillance,99.1,406,hCoV-19/USA/PA-VSP1854/2021,OK245960
VSP1855,B.1.526,4/5/2021,surveillance,95.3,77,hCoV-19/USA/PA-VSP1855/2021,OK245961
VSP1856,B.1.526,4/5/2021,surveillance,99.6,1997,hCoV-19/USA/PA-VSP1856/2021,OK245962
VSP1857,B.1.1.7,4/5/2021,surveillance,99.5,2176,hCoV-19/USA/PA-VSP1857/2021,OK245963
VSP1858,B.1.1.7,4/5/2021,surveillance,99.5,1491,hCoV-19/USA/PA-VSP1858/2021,OK245964
VSP1859,B.1.526,4/5/2021,surveillance,99.6,1858,hCoV-19/USA/PA-VSP1859/2021,OK245965
VSP1860,B.1.1.7,4/5/2021,surveillance,99.7,2911,hCoV-19/USA/PA-VSP1860/2021,OK245966
VSP1861,B.1.1.7,4/5/2021,surveillance,99.7,2509,hCoV-19/USA/PA-VSP1861/2021,OK245967
VSP1862,B.1.1.7,4/5/2021,surveillance,98.2,233,hCoV-19/USA/PA-VSP1862/2021,OK245968
VSP1863,B.1.526,4/5/2021,surveillance,97.6,252,hCoV-19/USA/PA-VSP1863/2021,OK245969
VSP1864,B.1.526,4/5/2021,surveillance,99.7,2582,hCoV-19/USA/PA-VSP1864/2021,OK245970
VSP1865,B.1.637,4/5/2021,surveillance,99.1,557,hCoV-19/USA/PA-VSP1865/2021,OK245971
VSP1866,B.1.526,4/5/2021,surveillance,99.2,1543,hCoV-19/USA/PA-VSP1866/2021,OK245972
VSP1867,B.1.243,4/5/2021,surveillance,99.7,889,hCoV-19/USA/PA-VSP1867/2021,OK245973
VSP1868,B.1.1.7,4/5/2021,surveillance,99.7,1702,hCoV-19/USA/NJ-VSP1868/2021,OK245974
VSP1869,B.1.526,4/5/2021,surveillance,99.6,849,hCoV-19/USA/NJ-VSP1869/2021,OK245975
VSP1870,B.1.1.7,4/5/2021,surveillance,99.7,1046,hCoV-19/USA/NJ-VSP1870/2021,OK245976
VSP1871,B.1.1.7,4/5/2021,surveillance,99.7,1481,hCoV-19/USA/NJ-VSP1871/2021,OK245977
VSP1872,B.1.526,4/5/2021,surveillance,99.7,1015,hCoV-19/USA/NJ-VSP1872/2021,OK245978
VSP1873,B.1.1.7,4/5/2021,surveillance,97.7,148,hCoV-19/USA/NJ-VSP1873/2021,OK245979
VSP1874,B.1.526,4/5/2021,surveillance,99,251,hCoV-19/USA/NJ-VSP1874/2021,OK245980
VSP1875,B.1.1.7,4/5/2021,surveillance,97.5,162,hCoV-19/USA/NJ-VSP1875/2021,OK245981
VSP1876,B.1.526,4/5/2021,surveillance,99.7,1830,hCoV-19/USA/NJ-VSP1876/2021,OK245982
VSP1877,B.1.243,4/5/2021,surveillance,99.7,9999,hCoV-19/USA/PA-VSP1877/2021,MZ156695
VSP1878,B.1.1.7,4/5/2021,surveillance,99.7,8219,hCoV-19/USA/PA-VSP1878/2021,MZ156696
VSP1879,B.1.637,4/5/2021,surveillance,99.7,8699,hCoV-19/USA/PA-VSP1879/2021,MZ156697
VSP1880,P.1,4/5/2021,surveillance,99.7,8772,hCoV-19/USA/PA-VSP1880/2021,MZ156698
VSP1881,B.1.1.7,4/5/2021,surveillance,99.7,8284,hCoV-19/USA/PA-VSP1881/2021,MZ156699
VSP1882,B.1.526,4/5/2021,surveillance,99.7,10154,hCoV-19/USA/PA-VSP1882/2021,MZ156700
VSP1883,B.1.526,4/5/2021,surveillance,99.7,8817,hCoV-19/USA/PA-VSP1883/2021,MZ156701
VSP1884,B.1.1.7,4/5/2021,surveillance,99.7,10616,hCoV-19/USA/PA-VSP1884/2021,MZ156702
VSP1885,B.1.111,4/5/2021,surveillance,99.7,9357,hCoV-19/USA/PA-VSP1885/2021,MZ156703
VSP1886,B.1.111,4/5/2021,surveillance,99.7,7339,hCoV-19/USA/PA-VSP1886/2021,MZ156704
VSP1887,B.1.1.519,4/5/2021,surveillance,99.7,8768,hCoV-19/USA/PA-VSP1887/2021,MZ156705
VSP1888,P.1,4/5/2021,surveillance,99.7,9197,hCoV-19/USA/PA-VSP1888/2021,MZ156706
VSP1889,B.1.1.7,4/5/2021,surveillance,99.7,9678,hCoV-19/USA/PA-VSP1889/2021,MZ156707
VSP1890,B.1.1.7,4/5/2021,surveillance,99.7,9178,hCoV-19/USA/NJ-VSP1890/2021,MZ156708
VSP1891,B.1.1.7,4/5/2021,surveillance,99.7,10319,hCoV-19/USA/PA-VSP1891/2021,MZ156709
VSP1892,B.1.1.7,4/5/2021,surveillance,99.7,4912,hCoV-19/USA/NY-VSP1892/2021,MZ156710
VSP1893,B.1.526,4/5/2021,surveillance,99.7,6143,hCoV-19/USA/PA-VSP1893/2021,MZ156711
VSP1894,B.1.234,4/5/2021,surveillance,99.7,6969,hCoV-19/USA/PA-VSP1894/2021,MZ156712
VSP1895,B.1.1.7,4/5/2021,surveillance,99.7,9740,hCoV-19/USA/NJ-VSP1895/2021,MZ156713
VSP1897,B.1.1.7,4/5/2021,surveillance,99.7,5426,hCoV-19/USA/PA-VSP1897/2021,MZ156714
VSP1898,B.1.1.7,4/5/2021,surveillance,99.7,8841,hCoV-19/USA/PA-VSP1898/2021,MZ156715
VSP1899,B.1.1.7,4/5/2021,surveillance,99.7,7107,hCoV-19/USA/PA-VSP1899/2021,MZ156716
VSP1900,B.1.1.7,4/5/2021,surveillance,99.7,7322,hCoV-19/USA/PA-VSP1900/2021,MZ156717
VSP1901,P.1.10,4/5/2021,surveillance,99.7,4248,hCoV-19/USA/PA-VSP1901/2021,MZ156718
VSP1902,B.1.1.7,4/5/2021,surveillance,99.7,8371,hCoV-19/USA/PA-VSP1902/2021,MZ156719
VSP1903,B.1.1.7,4/5/2021,surveillance,98.4,260,hCoV-19/USA/PA-VSP1903/2021,MZ156720
VSP1906,B.1.526,4/5/2021,surveillance,99.7,8563,hCoV-19/USA/PA-VSP1906/2021,MZ156722
VSP1907,R.1,4/5/2021,surveillance,99.7,7977,hCoV-19/USA/PA-VSP1907/2021,MZ156723
VSP1908,B.1.526,4/5/2021,surveillance,99.7,6786,hCoV-19/USA/PA-VSP1908/2021,MZ156724
VSP1909,B.1.429,4/5/2021,surveillance,99.7,2127,hCoV-19/USA/PA-VSP1909/2021,MZ156725
VSP1910,B.1.526,4/5/2021,surveillance,99.7,7944,hCoV-19/USA/PA-VSP1910/2021,MZ156726
VSP1911,B.1.1.7,4/5/2021,surveillance,99.7,7038,hCoV-19/USA/PA-VSP1911/2021,MZ156727
VSP1912,B.1.111,4/5/2021,surveillance,99.7,8535,hCoV-19/USA/PA-VSP1912/2021,MZ156728
VSP1913,B.1.243,4/5/2021,surveillance,99.7,9482,hCoV-19/USA/PA-VSP1913/2021,MZ156729
VSP1914,B.1.1.7,4/5/2021,surveillance,99.7,7868,hCoV-19/USA/PA-VSP1914/2021,MZ156730
VSP1915,B.1.1.519,4/5/2021,surveillance,99.3,2629,hCoV-19/USA/PA-VSP1915/2021,
VSP1916,B.1.1.7,4/5/2021,surveillance,99.7,8306,hCoV-19/USA/PA-VSP1916/2021,OK245983
VSP1917,B.1.526,4/5/2021,surveillance,96.6,2688,hCoV-19/USA/PA-VSP1917/2021,MZ156731
VSP1918,B.1.526,4/5/2021,surveillance,99.7,6519,hCoV-19/USA/PA-VSP1918/2021,MZ156732
VSP1919,B.1.526,4/5/2021,surveillance,99.7,4267,hCoV-19/USA/PA-VSP1919/2021,MZ156733
VSP1922,P.1,4/5/2021,surveillance,99.7,6972,hCoV-19/USA/PA-VSP1922/2021,MZ156735
VSP1923,B.1.429,4/5/2021,surveillance,99.1,1176,hCoV-19/USA/PA-VSP1923/2021,OK245984
VSP1924,B.1.637,4/5/2021,surveillance,99.7,5342,hCoV-19/USA/PA-VSP1924/2021,MZ156736
VSP1934,B.1.1.7,4/5/2021,surveillance,99.3,3893,hCoV-19/USA/VA-VSP1934/2021,MZ156737
VSP1935,B.1.526,4/5/2021,surveillance,99.7,4442,hCoV-19/USA/PA-VSP1935/2021,MZ156738
VSP1936,B.1.243,4/5/2021,surveillance,99.7,4644,hCoV-19/USA/PA-VSP1936/2021,MZ156739
VSP1937,B.1.1.7,4/5/2021,surveillance,99.7,5423,hCoV-19/USA/PA-VSP1937/2021,MZ156740
VSP1943,B.1.1.7,4/5/2021,surveillance,96.5,141,hCoV-19/USA/PA-VSP1943/2021,MZ156741
VSP1945,B.1.637,4/5/2021,surveillance,97.8,264,hCoV-19/USA/NJ-VSP1945/2021,MZ156742
VSP1946,B.1.111,4/5/2021,surveillance,99.7,5888,hCoV-19/USA/PA-VSP1946/2021,MZ156743
VSP1947,B.1.1.7,4/5/2021,surveillance,99.1,3578,hCoV-19/USA/PA-VSP1947/2021,MZ156744
VSP1948,P.1,4/5/2021,surveillance,99.7,1617,hCoV-19/USA/PA-VSP1948/2021,MZ156745
VSP1949,B.1.1.7,4/5/2021,surveillance,99.1,4040,hCoV-19/USA/PA-VSP1949/2021,MZ156746
VSP1952,B.1.2,4/5/2021,surveillance,99.1,3924,hCoV-19/USA/PA-VSP1952/2021,MZ156747
VSP1953,B.1.526,4/5/2021,surveillance,99.1,1872,hCoV-19/USA/PA-VSP1953/2021,MZ156748
VSP1955,B.1.526,4/5/2021,surveillance,99,1265,hCoV-19/USA/PA-VSP1955/2021,MZ156749
VSP1957,B.1.526,4/5/2021,surveillance,99.1,3519,hCoV-19/USA/PA-VSP1957/2021,MZ156750
VSP1960,B.1.526,4/5/2021,surveillance,99.1,2457,hCoV-19/USA/NJ-VSP1960/2021,MZ156751
VSP1961,B.1.526,4/5/2021,surveillance,99.7,2330,hCoV-19/USA/PA-VSP1961/2021,MZ156752
VSP1963,B.1.2,4/5/2021,surveillance,99.1,429,hCoV-19/USA/PA-VSP1963/2021,MZ156753
VSP1965,B.1.1.7,4/5/2021,surveillance,99.1,2033,hCoV-19/USA/PA-VSP1965/2021,MZ156754
VSP1966,B.1.526,4/5/2021,surveillance,96.7,1787,hCoV-19/USA/PA-VSP1966/2021,MZ156755
VSP1969,B.1.429,4/5/2021,surveillance,99.7,3735,hCoV-19/USA/PA-VSP1969/2021,OK245985
VSP1970,B.1.596,4/5/2021,surveillance,99.7,2936,hCoV-19/USA/PA-VSP1970/2021,OK245986
VSP1971,B.1.526,4/5/2021,surveillance,99.7,3087,hCoV-19/USA/PA-VSP1971/2021,OK245987
VSP1972,B.1.526,4/5/2021,surveillance,99.7,3054,hCoV-19/USA/PA-VSP1972/2021,OK245988
VSP1980,None,4/10/2021,hospitalized,99.7,2810,hCoV-19/USA/PA-VSP1980/2021,OK245989
VSP1983,B.1.1.7,4/12/2021,hospitalized,99.7,1772,hCoV-19/USA/PA-VSP1983/2021,OK245990
VSP1989,B.1.1.7,4/16/2021,hospitalized,99.7,3363,hCoV-19/USA/PA-VSP1989/2021,OK245991
VSP1996,B.1.1.7,4/19/2021,hospitalized,95.4,76,hCoV-19/USA/PA-VSP1996/2021,OK245992
VSP1999,B.1.1.7,4/12/2021,vaccine breakthrough,99.7,3732,hCoV-19/USA/PA-VSP1999/2021,OK245993
VSP2000,B.1.1.7,4/12/2021,vaccine breakthrough,99.7,3000,hCoV-19/USA/PA-VSP2000/2021,OK245994
VSP2003,B.1.575,4/12/2021,surveillance,99.7,3829,hCoV-19/USA/PA-VSP2003/2021,OK245997
VSP2004,B.1.526,4/12/2021,surveillance,99.7,2955,hCoV-19/USA/PA-VSP2004/2021,OK245998
VSP2005,B.1.2,4/12/2021,surveillance,99.7,4067,hCoV-19/USA/PA-VSP2005/2021,OK245999
VSP2006,B.1.1.7,4/12/2021,surveillance,99.7,3908,hCoV-19/USA/PA-VSP2006/2021,OK246000
VSP2007,B.1.1.7,4/12/2021,surveillance,99.6,2424,hCoV-19/USA/PA-VSP2007/2021,OK246001
VSP2008,B.1.1.7,4/12/2021,surveillance,99.7,3711,hCoV-19/USA/PA-VSP2008/2021,OK246002
VSP2009,B.1.1.7,4/12/2021,surveillance,99.7,2379,hCoV-19/USA/PA-VSP2009/2021,OK246003
VSP2010,B.1.1.7,4/12/2021,surveillance,99.7,2876,hCoV-19/USA/PA-VSP2010/2021,OK246004
VSP2011,B.1.1.7,4/12/2021,surveillance,99.7,3273,hCoV-19/USA/PA-VSP2011/2021,OK246005
VSP2012,B.1.637,4/12/2021,surveillance,99.7,2920,hCoV-19/USA/PA-VSP2012/2021,OK246006
VSP2013,B.1.526,4/12/2021,surveillance,99.7,2846,hCoV-19/USA/PA-VSP2013/2021,OK246007
VSP2014,B.1.1.7,4/12/2021,surveillance,99.7,3032,hCoV-19/USA/PA-VSP2014/2021,OK246008
VSP2015,B.1.1.7,4/12/2021,surveillance,99.7,3005,hCoV-19/USA/PA-VSP2015/2021,OK246009
VSP2016,B.1.1.7,4/12/2021,surveillance,97.5,1666,hCoV-19/USA/PA-VSP2016/2021,OK246010
VSP2017,B.1.1.7,4/12/2021,vaccine breakthrough,99.7,2607,hCoV-19/USA/PA-VSP2017/2021,OK246011
VSP2018,B.1.526,4/12/2021,surveillance,99.7,3140,hCoV-19/USA/PA-VSP2018/2021,OK246012
VSP2020,P.1,4/12/2021,surveillance,98.8,1741,hCoV-19/USA/PA-VSP2020/2021,OK246013
VSP2021,B.1.1.7,4/12/2021,surveillance,99.1,2063,hCoV-19/USA/PA-VSP2021/2021,OK246014
VSP2022,B.1.1.207,4/12/2021,surveillance,99.6,1936,hCoV-19/USA/PA-VSP2022/2021,OK246015
VSP2023,B.1.1.7,4/12/2021,surveillance,99.7,3510,hCoV-19/USA/PA-VSP2023/2021,OK246016
VSP2025,B.1.1.7,4/12/2021,surveillance,99.7,3101,hCoV-19/USA/PA-VSP2025/2021,OK246017
VSP2026,B.1.623,4/12/2021,surveillance,99,1983,hCoV-19/USA/PA-VSP2026/2021,OK246018
VSP2027,B.1.525,4/12/2021,surveillance,99.4,2225,hCoV-19/USA/PA-VSP2027/2021,
VSP2028,P.1,4/12/2021,surveillance,99.7,2637,hCoV-19/USA/PA-VSP2028/2021,OK246019
VSP2030,B.1.526,4/12/2021,surveillance,99.7,3354,hCoV-19/USA/PA-VSP2030/2021,OK246020
VSP2031,B.1.575,4/12/2021,surveillance,97,91,hCoV-19/USA/PA-VSP2031/2021,OK246021
VSP2032,B.1.2,4/12/2021,surveillance,99.7,3372,hCoV-19/USA/PA-VSP2032/2021,OK246022
VSP2034,B.1.1.7,4/12/2021,surveillance,99.7,3259,hCoV-19/USA/PA-VSP2034/2021,OK246023
VSP2035,B.1.1.7,4/12/2021,surveillance,99.7,3360,hCoV-19/USA/PA-VSP2035/2021,OK246024
VSP2036,P.1,4/12/2021,surveillance,99.1,714,hCoV-19/USA/PA-VSP2036/2021,
VSP2037,P.1,4/12/2021,surveillance,99.7,2812,hCoV-19/USA/PA-VSP2037/2021,OK246025
VSP2038,P.1,4/12/2021,surveillance,99.7,3293,hCoV-19/USA/PA-VSP2038/2021,OK246026
VSP2039,B.1.1.7,4/12/2021,surveillance,99.7,3352,hCoV-19/USA/PA-VSP2039/2021,OK246027
VSP2042,B.1.526,4/12/2021,vaccine breakthrough,99.7,2970,hCoV-19/USA/PA-VSP2042/2021,OK246028
VSP2043,B.1.526,4/12/2021,surveillance,99.7,2574,hCoV-19/USA/PA-VSP2043/2021,OK246029
VSP2044,B.1.1.7,4/12/2021,surveillance,99.6,1131,hCoV-19/USA/PA-VSP2044/2021,OK246030
VSP2047,B.1.1.7,4/12/2021,surveillance,99.1,728,hCoV-19/USA/PA-VSP2047/2021,OK246031
VSP2048,B.1.2,4/12/2021,surveillance,99.6,925,hCoV-19/USA/PA-VSP2048/2021,OK246032
VSP2051,P.1,4/12/2021,surveillance,99.7,2854,hCoV-19/USA/PA-VSP2051/2021,OK246033
VSP2052,B.1.575,4/12/2021,surveillance,99.7,3284,hCoV-19/USA/PA-VSP2052/2021,OK246034
VSP2053,B.1.1.7,4/12/2021,surveillance,99.6,2415,hCoV-19/USA/PA-VSP2053/2021,OK246035
VSP2054,P.1,4/12/2021,surveillance,99.7,3443,hCoV-19/USA/PA-VSP2054/2021,OK246036
VSP2055,B.1.1.7,4/12/2021,surveillance,99.7,3282,hCoV-19/USA/PA-VSP2055/2021,OK246037
VSP2056,B.1.526,4/12/2021,surveillance,96.2,2066,hCoV-19/USA/PA-VSP2056/2021,
VSP2058,B.1.1.7,4/12/2021,surveillance,99.6,1590,hCoV-19/USA/PA-VSP2058/2021,OK246038
VSP2059,B.1.526,4/12/2021,surveillance,99.7,1909,hCoV-19/USA/PA-VSP2059/2021,OK246039
VSP2060,B.1.526,4/12/2021,surveillance,99.7,2578,hCoV-19/USA/PA-VSP2060/2021,OK246040
VSP2061,B.1.1.7,4/12/2021,surveillance,99.7,2177,hCoV-19/USA/PA-VSP2061/2021,OK246041
VSP2062,B.1.1.7,4/12/2021,surveillance,99.7,2719,hCoV-19/USA/PA-VSP2062/2021,OK246042
VSP2063,B.1.1.7,4/12/2021,surveillance,99.7,3100,hCoV-19/USA/PA-VSP2063/2021,OK246043
VSP2064,B.1.526,4/12/2021,surveillance,99.7,2546,hCoV-19/USA/PA-VSP2064/2021,OK246044
VSP2065,B.1.1.7,4/12/2021,surveillance,99.7,2827,hCoV-19/USA/PA-VSP2065/2021,OK246045
VSP2066,B.1.1.7,4/12/2021,surveillance,99.7,2010,hCoV-19/USA/PA-VSP2066/2021,OK246046
VSP2067,B.1.1.7,4/12/2021,surveillance,99.7,2295,hCoV-19/USA/PA-VSP2067/2021,OK246047
VSP2068,B.1.1.7,4/12/2021,surveillance,99.7,2805,hCoV-19/USA/PA-VSP2068/2021,OK246048
VSP2069,B.1.1.7,4/12/2021,surveillance,99.6,2797,hCoV-19/USA/PA-VSP2069/2021,OK246049
VSP2070,B.1.1.7,4/12/2021,surveillance,99.7,2545,hCoV-19/USA/PA-VSP2070/2021,OK246050
VSP2071,B.1.526,4/12/2021,surveillance,99.7,2340,hCoV-19/USA/PA-VSP2071/2021,OK246051
VSP2072,B.1.1.7,4/12/2021,surveillance,99.7,2096,hCoV-19/USA/PA-VSP2072/2021,OK246052
VSP2073,B.1.1.7,4/12/2021,surveillance,99.7,2790,hCoV-19/USA/PA-VSP2073/2021,OK246053
VSP2074,B.1.1.7,4/12/2021,surveillance,99.1,1729,hCoV-19/USA/PA-VSP2074/2021,
VSP2075,B.1.1.7,4/12/2021,surveillance,99.7,3258,hCoV-19/USA/PA-VSP2075/2021,OK246054
VSP2076,B.1.1.7,4/12/2021,surveillance,99.7,2976,hCoV-19/USA/PA-VSP2076/2021,OK246055
VSP2077,B.1.526,4/12/2021,surveillance,99.7,2259,hCoV-19/USA/PA-VSP2077/2021,OK246056
VSP2078,B.1.1.7,4/12/2021,surveillance,99.7,1858,hCoV-19/USA/PA-VSP2078/2021,OK246057
VSP2079,B.1.526,4/12/2021,surveillance,95.2,628,hCoV-19/USA/PA-VSP2079/2021,
VSP2080,B.1.637,4/12/2021,surveillance,99.7,2489,hCoV-19/USA/PA-VSP2080/2021,OK246058
VSP2081,B.1.1.7,4/12/2021,surveillance,99.7,3282,hCoV-19/USA/PA-VSP2081/2021,OK246059
VSP2082,P.1.2,4/12/2021,surveillance,99.7,2375,hCoV-19/USA/PA-VSP2082/2021,OK246060
VSP2083,B.1.1.7,4/12/2021,surveillance,99.7,2634,hCoV-19/USA/PA-VSP2083/2021,OK246061
VSP2084,B.1.1.7,4/12/2021,surveillance,99.7,2901,hCoV-19/USA/PA-VSP2084/2021,OK246062
VSP2085,B.1.1.7,4/12/2021,surveillance,99.4,1128,hCoV-19/USA/PA-VSP2085/2021,
VSP2086,B.1.1.7,4/12/2021,surveillance,99.6,1457,hCoV-19/USA/PA-VSP2086/2021,OK246063
VSP2087,B.1.1,4/12/2021,surveillance,97.5,511,hCoV-19/USA/PA-VSP2087/2021,OK246064
VSP2088,B.1.1.7,4/12/2021,surveillance,99.7,528,hCoV-19/USA/PA-VSP2088/2021,OK246065
VSP2089,B.1.1.7,4/12/2021,surveillance,99.6,771,hCoV-19/USA/PA-VSP2089/2021,OK246066
VSP2090,B.1.1.7,4/12/2021,surveillance,99.6,1754,hCoV-19/USA/PA-VSP2090/2021,OK246067
VSP2091,P.1.10,4/12/2021,surveillance,98.3,236,hCoV-19/USA/PA-VSP2091/2021,OK246068
VSP2092,B.1.1.7,4/12/2021,surveillance,99.6,1025,hCoV-19/USA/PA-VSP2092/2021,OK246069
VSP2093,B.1.1.7,4/12/2021,surveillance,99.7,1677,hCoV-19/USA/PA-VSP2093/2021,OK246070
VSP2094,B.1.1.7,4/12/2021,surveillance,99.7,652,hCoV-19/USA/PA-VSP2094/2021,OK246071
VSP2096,B.1.1.7,4/12/2021,surveillance,99.7,1160,hCoV-19/USA/PA-VSP2096/2021,OK246072
VSP2097,R.1,4/12/2021,surveillance,99.6,1459,hCoV-19/USA/PA-VSP2097/2021,OK246073
VSP2098,None,4/12/2021,surveillance,96.4,1046,hCoV-19/USA/PA-VSP2098/2021,OK246074
VSP2099,B.1.1.7,4/12/2021,surveillance,99.7,1725,hCoV-19/USA/PA-VSP2099/2021,OK246075
VSP2100,B.1.1.7,4/12/2021,surveillance,97.8,227,hCoV-19/USA/PA-VSP2100/2021,OK246076
VSP2101,B.1.526,4/12/2021,surveillance,98.8,655,hCoV-19/USA/PA-VSP2101/2021,OK246077
VSP2102,B.1.1.7,4/12/2021,surveillance,99.7,743,hCoV-19/USA/DE-VSP2102/2021,OK246078
